Référence;Nom produit;Marque;Fournisseur;Catégorie;Catégorie par défaut;URL Photos;Prix d'achat;Description HTML;Quantité;TVA;P transport;Prix public;Prix original;Longueur;Profondeur;Hauteur
RCG50A;Réfrigérateur compact hôtellerie - 42 L - 1 porte - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_rcg50a.pdf;348.8;<h2>Mini-bar d'hôtel - 1 porte vitrée - 42 l</h2> <p>Ce mini-bar AFI COLLIN-LUCY est conçu pour l'hôtellerie et la restauration, offrant une réfrigération silencieuse et efficace dans un format compact.</p> <h3>Équipements et finitions</h3><ul> <li>TRÈS SILENCIEUX</li> <li>PORTE RÉVERSIBLE</li> <li>Réfrigération à absorption NH3 (Ammoniac)</li> <li>Éclairage LED</li> <li>Serrure de porte</li> <li>Température +5°C/+12°C</li> <li>Dégivrage automatique</li> <li>Gaz ammoniac</li> <li>Joints de portes clipsés</li> <li>Dotation : 2 clayettes</li> <li>Nb Clayettes : 3</li> <li>Capacité : 42 L</li> <li>Puissance : 90 W</li> <li>Poids: 21 kg</li> <li>Dimensions (L x P x H) : 402 x 464 x 666 mm</li> </ul>;1;20;20;545.0;545.0;402;464;666
CW360DT;Cave à vins - porte vitrée fumée - 31 bouteilles - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_cw360dt.pdf;1111.68;<h2>Cave à vins - porte vitrée fumée - 31 bouteilles</h2> <p>Discret et performant, ce réfrigérateur compact AFI COLLIN-LUCY est la solution idéale pour équiper chambres d'hôtel et espaces de service.</p> <h3>Équipements et finitions</h3><ul> <li>DEUX ZONES DE TEMPÉRATURE</li> <li>2 FILTRES À CHARBON</li> <li>ANTIODEURS</li> <li>DOUBLE CONTRÔLE DE TEMPÉRATURE (+5°C/+10°C AU-DESSUS ET +10°C/+18°C EN DESSOUS)</li> <li>PORTE RÉVERSIBLE</li> <li>Gaz réfrigérant R600A</li> <li>Porte vitrée double vitrage</li> <li>Tour de porte en inox</li> <li>Poignée verticale</li> <li>Dégivrage automatique</li> <li>Froid ventilé</li> <li>Séparation thermostatique</li> <li>Dotation : 5 clayettes</li> <li>Nb bouteilles : 31</li> <li>Puissance : 85 W</li> <li>Poids: 41 kg</li> <li>Dimensions (L x P x H) : 493 x 635 x 840 mm</li> </ul>;1;20;80;1737.0;1737.0;493;635;840
CW510DT;Cave à vins - porte vitrée fumée - 151 bouteilles - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_cw510dt.pdf;1546.88;<h2>Cave à vins - porte vitrée fumée - 151 bouteilles</h2> <p>Ce mini-bar AFI COLLIN-LUCY est conçu pour l'hôtellerie et la restauration, offrant une réfrigération silencieuse et efficace dans un format compact.</p> <h3>Équipements et finitions</h3><ul> <li>DEUX ZONES DE TEMPÉRATURE</li> <li>2 FILTRES À CHARBON</li> <li>ANTIODEURS</li> <li>DOUBLE CONTRÔLE DE TEMPÉRATURE (+5°C/+10°C AU-DESSUS ET +10°C/+18°C EN DESSOUS)</li> <li>PORTE RÉVERSIBLE</li> <li>Gaz réfrigérant R600A</li> <li>Porte vitrée double vitrage</li> <li>Tour de porte en inox</li> <li>Poignée verticale</li> <li>Dégivrage automatique</li> <li>Froid ventilé</li> <li>Avec serrure</li> <li>Dotation : 8 clayettes</li> <li>Nb bouteilles : 151</li> <li>Puissance : 180 W</li> <li>Poids: 100 kg</li> <li>Dimensions (L x P x H) : 598 x 720 x 1767 mm</li> </ul>;1;20;80;2417.0;2417.0;598;720;1767
XLS-382W;Armoire frigorifique - 382 L - 1 porte - positive - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_xls_382w.pdf;570.88;<h2>Armoire à boisson positive - 1 porte vitrée - 382 l</h2> <p>Conçue pour les environnements de cuisine professionnelle, cette armoire AFI COLLIN-LUCY conjugue grande capacité de stockage et efficacité énergétique.</p> <h3>Équipements et finitions</h3><ul> <li>PORTE NON RÉVERSIBLE</li> <li>Gaz réfrigérant R600a</li> <li>Température 0°C / +10°C</li> <li>Froid ventilé</li> <li>Serrure</li> <li>Thermostat mécanique et thermomètre analogique</li> <li>Charnière à droite</li> <li>Eclairage intérieur avec interrupteur</li> <li>2 pieds à l’avant et 2 roulette arrière</li> <li>Condensateur statique</li> <li>Verrou mécanique</li> <li>230 V Mono</li> <li>5 clayettes 505 x 930 mm</li> <li>25 niveaux espacés de 50 mm</li> <li>Volume : 382 L</li> <li>Puissance : 0 W</li> <li>Poids: 94 kg</li> <li>Dimensions (L x P x H) : 593 x 620 x 1830 mm</li> </ul>;1;20;80;892.0;892.0;593;620;1830
XLS-412W;Armoire frigorifique - 382 L - 1 porte - positive - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_xls_412w.pdf;570.88;<h2>Armoire à boisson positive - finition noire - 1 porte vitrée - 382 l</h2> <p>Fiable et durable, cette armoire de conservation AFI COLLIN-LUCY répond aux exigences les plus strictes des cuisines collectives et de la restauration commerciale.</p> <h3>Équipements et finitions</h3><ul> <li>PORTE NON RÉVERSIBLE</li> <li>Gaz réfrigérant R600a</li> <li>Température 0°C / +10°C</li> <li>Froid ventilé</li> <li>Serrure</li> <li>Thermostat mécanique et thermomètre analogique</li> <li>Charnière à droite</li> <li>Extérieur et intérieur noirs</li> <li>Porte double vitrage</li> <li>Éclairage intérieur dans la partie supérieure et sur les côtés</li> <li>230 V Mono</li> <li>5 clayettes</li> <li>2 pieds réglables avant et 2 roulettes arrière</li> <li>Volume : 382 L</li> <li>Puissance : 0 W</li> <li>Poids: 94 kg</li> <li>Dimensions (L x P x H) : 593 x 620 x 1830 mm</li> </ul>;1;20;80;892.0;892.0;593;620;1830
XLS-620WG.2;Équipement professionnel de cuisine - 2 portes - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_xls_620wg2.pdf;1000.32;<h2>Refroidisseur de bouteilles et de canettes - 2 portes vitrées battantes</h2> <p>Pensé pour une utilisation intensive, cet équipement AFI COLLIN-LUCY répond aux contraintes du quotidien en cuisine professionnelle.</p> <h3>Équipements et finitions</h3><ul> <li>Gaz réfrigérant R290</li> <li>Température 0°C/10°C</li> <li>2 éclairages LED verticaux</li> <li>4 pieds</li> <li>Thermostat mécanique</li> <li>Interrupteur lumière et ventilateur</li> <li>Verrou mécanique</li> <li>Ambiance de fonctionnement à 25°C et 60% d’humidité</li> <li>Froid ventilé</li> <li>Nb portes : 2</li> <li>Nb clayettes : 8</li> <li>Volume : 610 L</li> <li>Puissance : 0 W</li> <li>Poids: 122 kg</li> <li>Dimensions (L x P x H) : 1000 x 610 x 2020 mm</li> </ul>;1;20;80;1563.0;1563.0;1000;610;2020
XLS-850WG.2;Équipement inox professionnel - 2 portes - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_xls_850wg2.pdf;1127.04;<h2>Refroidisseur de bouteilles et de canettes - 2 portes vitrées battantes</h2> <p>Cet équipement professionnel AFI COLLIN-LUCY a été conçu pour répondre aux exigences les plus strictes de la restauration et de la cuisine collective.</p> <h3>Équipements et finitions</h3><ul> <li>Gaz réfrigérant R290</li> <li>Température 0°C/10°C</li> <li>2 éclairages LED verticaux</li> <li>4 pieds</li> <li>Thermostat mécanique</li> <li>Interrupteur lumière et ventilateur</li> <li>Verrou mécanique</li> <li>Ambiance de fonctionnement à 25°C et 60% d’humidité</li> <li>Froid ventilé</li> <li>Nb portes : 2</li> <li>Nb clayettes : 8</li> <li>Volume : 810 L</li> <li>Puissance : 0 W</li> <li>Poids: 142 kg</li> <li>Dimensions (L x P x H) : 1190 x 660 x 2020 mm</li> </ul>;1;20;80;1761.0;1761.0;1190;660;2020
KLRF800;Matériel de cuisine professionnelle - 2 portes - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_klrf800.pdf;1424.64;<h2>Refroidisseur de bouteilles et de canettes - 2 portes vitrées coulissantes</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>Gaz réfrigérant R290</li> <li>Température +2°C/+8°C</li> <li>Ambiance de fonctionnement maximum de +32°C</li> <li>Epaisseur de l’isolation : 60 mm</li> <li>Éclairage LED</li> <li>Thermostat digital</li> <li>Alimentation : 220V/50HZ</li> <li>Évaporateur</li> <li>Nettoyage facile</li> <li>Fermeture à clé</li> <li>Éclairage intérieur</li> <li>Étagères réglables sur crémaillères</li> <li>Bandeau supérieur avec éclairage</li> <li>Dotation : 8 étagères (L x P : 428 × 505 mm )</li> <li>LIVRÉ SUR ROULETTES</li> <li>Nb portes : 2</li> <li>Dimensions int (L x P x H) : 880 x 580 x 1365,5 mm</li> <li>Puissance : 500 W</li> <li>Poids: 125 kg</li> <li>Dimensions (L x P x H) : 1000 x 720 x 2063 mm</li> </ul>;1;20;80;2226.0;2226.0;1000;720;2063
RTD-49L;Équipement professionnel de cuisine - 55 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_rtd_49l.pdf;705.28;<h2>Mini-présentoir vitré - froid négatif - 55 l</h2> <p>Cet équipement professionnel AFI COLLIN-LUCY a été conçu pour répondre aux exigences les plus strictes de la restauration et de la cuisine collective.</p> <h3>Équipements et finitions</h3><ul> <li>Gaz réfrigérant R290</li> <li>Température -13°C/-22°C</li> <li>Éclairage LED interne brillant sur le dessus</li> <li>Contrôleur de température numérique et affichage</li> <li>Porte triple vitrage</li> <li>Porte à fermeture automatique</li> <li>Clayette PVC réglable</li> <li>pieds réglables</li> <li>Système de refroidissement ventilé</li> <li>Condenseur sans entretien</li> <li>Dégivrage automatique</li> <li>Porte verrouillable</li> <li>Ambiance de fonctionnement à 25°C et 60% d'humidité</li> <li>Volume : 55 L</li> <li>Puissance : 210 W</li> <li>Poids: 35 kg</li> <li>Dimensions (L x P x H) : 620 x 575 x 552 mm</li> </ul>;1;20;80;1102.0;1102.0;620;575;552
RTD-99L;Matériel de cuisine professionnelle - 90 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_rtd_99l.pdf;747.52;<h2>Mini-présentoir vitré - froid négatif - 90 l</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>Gaz réfrigérant R290</li> <li>Température -13°C/-22°C</li> <li>Éclairage LED interne brillant sur le dessus</li> <li>Contrôleur de température numérique et affichage</li> <li>Porte triple vitrage</li> <li>Porte à fermeture automatique</li> <li>Clayette PVC réglable</li> <li>pieds réglables</li> <li>Système de refroidissement ventilé</li> <li>Condenseur sans entretien</li> <li>Dégivrage automatique</li> <li>Porte verrouillable</li> <li>Ambiance de fonctionnement à 25°C et 60% d'humidité</li> <li>Volume : 90 L</li> <li>Puissance : 320 W</li> <li>Poids: 41 kg</li> <li>Dimensions (L x P x H) : 620 x 575 x 712 mm</li> </ul>;1;20;80;1168.0;1168.0;620;575;712
RTD-49LC;Matériel professionnel de restauration - 55 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_rtd_49lc.pdf;745.6;<h2>Mini-présentoir vitré - froid négatif - 55 l</h2> <p>Pensé pour une utilisation intensive, cet équipement AFI COLLIN-LUCY répond aux contraintes du quotidien en cuisine professionnelle.</p> <h3>Équipements et finitions</h3><ul> <li>Gaz réfrigérant R290</li> <li>Température -13°C/-22°C</li> <li>Éclairage LED interne brillant sur le dessus</li> <li>Contrôleur de température numérique et affichage</li> <li>Porte triple vitrage</li> <li>Porte à fermeture automatique</li> <li>Clayette PVC réglable</li> <li>pieds réglables</li> <li>Système de refroidissement ventilé</li> <li>Condenseur sans entretien</li> <li>Dégivrage automatique</li> <li>Porte verrouillable</li> <li>Ambiance de fonctionnement à 25°C et 60% d'humidité</li> <li>Affichage lumineux supérieur</li> <li>Volume : 55 L</li> <li>Puissance : 210 W</li> <li>Poids: 35 kg</li> <li>Dimensions (L x P x H) : 620 x 575 x 676 mm</li> </ul>;1;20;80;1165.0;1165.0;620;575;676
RTD-99LC;Matériel de cuisine professionnelle - 90 L - négative - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_rtd_99lc.pdf;786.56;<h2>Mini-présentoir vitré - froid négatif - 90 l</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>Gaz réfrigérant R290</li> <li>Température -13°C/-22°C</li> <li>Éclairage LED interne brillant sur le dessus</li> <li>Contrôleur de température numérique et affichage</li> <li>Porte triple vitrage</li> <li>Porte à fermeture automatique</li> <li>Clayette PVC réglable</li> <li>pieds réglables</li> <li>Système de refroidissement ventilé</li> <li>Condenseur sans entretien</li> <li>Dégivrage automatique</li> <li>Porte verrouillable</li> <li>Ambiance de fonctionnement à 25°C et 60% d'humidité</li> <li>Affichage lumineux supérieur</li> <li>Volume : 90 L</li> <li>Puissance : 320 W</li> <li>Poids: 42 kg</li> <li>Dimensions (L x P x H) : 620 x 575 x 836 mm</li> </ul>;1;20;80;1229.0;1229.0;620;575;836
MGP21A-2;Machine à glaçons creux - système à palettes - 23 kg - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mgp21a_2.pdf;1019.52;<h2>Machine à glaçons creux - système à palettes - 23 kg</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>TYPE DE GLACE : GLAÇONS CYLINDRIQUES CREUX</li> <li>Gaz réfrigérant R290</li> <li>Poids moyen environ 17 g</li> <li>Fabrication des glaçons grâce à un système à palettes</li> <li>Démoulage et basculement automatiques dans la réserve</li> <li>Carrosserie Inox</li> <li>Porte escamotable</li> <li>Réserve intégrée avec cuve en ABS</li> <li>Refroidissement à air</li> <li>230 V Mono</li> <li>Capacité de production de 23 à 36 kg par 24 heures</li> <li>Destinés au rafraîchissement des boissons et des cocktails</li> <li>Clientèle : Bars, restaurants, hôtels</li> <li>Livrée avec une pelle en plastique</li> <li>Gestion de la machine possible par application via bluetooth</li> <li>Production 24/H : 23 kg</li> <li>Nombre de glaçons/cycle : 15</li> <li>Réserve : 7 kg / 410 glaçons</li> <li>Cycle (minutes) : 18 - 22</li> <li>Puissance : 200 W</li> <li>Poids: 30 kg</li> <li>Dimensions (L x P x H) : 340 x 545 x 690 mm</li> </ul>;1;20;80;1593.0;1593.0;340;545;690
MGP25A-2;Machine à glaçons creux - système à palettes - 25 kg - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mgp25a_2.pdf;1062.4;<h2>Machine à glaçons creux - système à palettes - 25 kg</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>TYPE DE GLACE : GLAÇONS CYLINDRIQUES CREUX</li> <li>Gaz réfrigérant R290</li> <li>Poids moyen environ 17 g</li> <li>Fabrication des glaçons grâce à un système à palettes</li> <li>Démoulage et basculement automatiques dans la réserve</li> <li>Carrosserie Inox</li> <li>Porte escamotable</li> <li>Réserve intégrée avec cuve en ABS</li> <li>Refroidissement à air</li> <li>230 V Mono</li> <li>Capacité de production de 23 à 36 kg par 24 heures</li> <li>Destinés au rafraîchissement des boissons et des cocktails</li> <li>Clientèle : Bars, restaurants, hôtels</li> <li>Livrée avec une pelle en plastique</li> <li>Gestion de la machine possible par application via bluetooth</li> <li>Production 24/H : 25 kg</li> <li>Nombre de glaçons/cycle : 15</li> <li>Réserve : 10 kg / 588 glaçons</li> <li>Cycle (minutes) : 18 - 23</li> <li>Puissance : 354 W</li> <li>Poids: 33 kg</li> <li>Dimensions (L x P x H) : 400 x 545 x 690 mm</li> </ul>;1;20;80;1660.0;1660.0;400;545;690
MGP37A-2;Machine à glaçons creux - système à palettes - 36 kg - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mgp37a_2.pdf;1204.48;<h2>Machine à glaçons creux - système à palettes - 36 kg</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>TYPE DE GLACE : GLAÇONS CYLINDRIQUES CREUX</li> <li>Gaz réfrigérant R290</li> <li>Poids moyen environ 17 g</li> <li>Fabrication des glaçons grâce à un système à palettes</li> <li>Démoulage et basculement automatiques dans la réserve</li> <li>Carrosserie Inox</li> <li>Porte escamotable</li> <li>Réserve intégrée avec cuve en ABS</li> <li>Refroidissement à air</li> <li>230 V Mono</li> <li>Capacité de production de 23 à 36 kg par 24 heures</li> <li>Destinés au rafraîchissement des boissons et des cocktails</li> <li>Clientèle : Bars, restaurants, hôtels</li> <li>Livrée avec une pelle en plastique</li> <li>Gestion de la machine possible par application via bluetooth</li> <li>Production 24/H : 36 kg</li> <li>Nombre de glaçons/cycle : 20</li> <li>Réserve : 12 kg / 706 glaçons</li> <li>Cycle (minutes) : 14 - 17</li> <li>Puissance : 585 W</li> <li>Poids: 36 kg</li> <li>Dimensions (L x P x H) : 450 x 545 x 690 mm</li> </ul>;1;20;80;1882.0;1882.0;450;545;690
MFK320;Équipement inox professionnel - 300 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mfk320.pdf;686.08;<h2>Refroidisseur de bouteilles - portes pleines coulissantes - 300 l</h2> <p>Cet équipement professionnel AFI COLLIN-LUCY a été conçu pour répondre aux exigences les plus strictes de la restauration et de la cuisine collective.</p> <h3>Équipements et finitions</h3><ul> <li>ORIFICE DE VIDANGE</li> <li>Gaz R290</li> <li>Température : +3°C/+8°C</li> <li>Froid statique</li> <li>Condenseur sans entretien</li> <li>Intérieur arrondi</li> <li>Construction robuste</li> <li>Extérieur et intérieur en skinplate blanc</li> <li>Montés sur roulettes</li> <li>Thermostat réglable et encastré</li> <li>2 demi-portes coulissantes</li> <li>Volume : 300 L</li> <li>Puissance : 0 W</li> <li>Poids: 55 kg</li> <li>Dimensions (L x P x H) : 1040 x 660 x 1060 mm</li> </ul>;1;20;80;1072.0;1072.0;1040;660;1060
RI-260-C;Matériel de cuisine professionnelle - 260 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_ri_260_c.pdf;360.32;<h2>Refroidisseur de bouteilles - portes pleines coulissantes - 260 l</h2> <p>Cet équipement professionnel AFI COLLIN-LUCY a été conçu pour répondre aux exigences les plus strictes de la restauration et de la cuisine collective.</p> <h3>Équipements et finitions</h3><ul> <li>ORIFICE DE VIDANGE</li> <li>Gaz R290</li> <li>Température : +3°C/+8°C</li> <li>Froid statique</li> <li>Condenseur sans entretien</li> <li>Intérieur arrondi</li> <li>Construction robuste</li> <li>Extérieur et intérieur en skinplate blanc</li> <li>Montés sur roulettes</li> <li>Thermostat réglable et encastré</li> <li>2 demi-portes coulissantes</li> <li>Volume : 260 L</li> <li>Puissance : 0 W</li> <li>Poids: 57 kg</li> <li>Dimensions (L x P x H) : 990 x 715 x 900 mm</li> </ul>;1;20;80;563.0;563.0;990;715;900
BI530L;Équipement inox professionnel - 528 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_bi530l.pdf;1372.8;<h2>Congélateur bahut - portes vitrées coulissantes - 528 l</h2> <p>Pensé pour une utilisation intensive, cet équipement AFI COLLIN-LUCY répond aux contraintes du quotidien en cuisine professionnelle.</p> <h3>Équipements et finitions</h3><ul> <li>COMPRESSEUR DANFOSS</li> <li>Gaz R290</li> <li>Température : -18°C/-24°C</li> <li>Couvercle anti-condensation</li> <li>Pare-chocs</li> <li>Sur roulettes</li> <li>Thermostat digital</li> <li>Dégivrage manuel</li> <li>Froid statique</li> <li>Vitrines coulissantes</li> <li>230 V Mono</li> <li>LIVRÉ AVEC PANIERS</li> <li>Volume : 528 L</li> <li>Panier (nb) (L x P x H) : (4x) 280 x 710 x 200 mm</li> <li>Dimensions int. (L x P x H) : 1350 x 760 x 620 mm</li> <li>Puissance : 410 W</li> <li>Poids: 81 kg</li> <li>Dimensions (L x P x H) : 1550 x 960 x 825 mm</li> </ul>;1;20;80;2145.0;2145.0;1550;960;825
